id,skillLevel,gender,completeUserInput,pressTime,flightTime,keyText,keyType,timeStamp,releaseTime,holdTime,interKeyTime,flightTime_diff,hold_to_press_ratio,release_to_press_ratio,typing_speed,is_consecutive_key,session_duration,AverageKeyPressDuration,AverageKeyReleaseDuration,KeyPressVariability,KeyReleaseVariability,AverageInterkeyTime,KeyPressRate,KeyReleaseRate,AverageSeekTime,TypingSpeedCharactersPerMinute,HoldFlightRatio,FlightHoldRatio
18,0,0,Ba.1932$,-0.9291582595524807,2.2515105954779163e-16,9,1,-0.9260355733999324,-0.9260352237807128,-0.6692183283796893,0.0,-0.027982669380040247,-0.6691242340974795,0.16219813090317245,-0.501626558119787,0,-0.9260355734007227,0.000244140625,-0.000732421875,3.3881317890172014e-21,-3.3881317890172014e-21,1.3642420526593924e-12,0.0,0.0,6.821210263296962e-13,6.938893903907228e-18,-2.7755575615628914e-17,-5.329070518200751e-15
18,0,0,Ba.1932$,-0.9291396129344555,-0.4957547239568471,8,3,-0.9260097148002681,-0.9260163211629854,0.09636743928667543,0.0,-0.39141729717089957,0.09652134475811881,0.16222518015747783,-0.501626558119787,0,-0.9260097148010584,0.000244140625,-0.000732421875,3.3881317890172014e-21,-3.3881317890172014e-21,1.3642420526593924e-12,0.0,0.0,6.821210263296962e-13,6.938893903907228e-18,-2.7755575615628914e-17,-5.329070518200751e-15
18,0,0,Ba.1932$,-0.9291217691569287,-0.538334391729215,9,1,-0.9260097148002681,-0.9259986338982445,-0.2516260914707631,-0.7231047027341451,-0.059197552386694156,-0.25149937661781335,0.16221288564450181,0.812815037708556,1,-0.9260097148010584,0.000244140625,-0.000732421875,3.3881317890172014e-21,-3.3881317890172014e-21,1.3642420526593924e-12,0.0,0.0,6.821210263296962e-13,6.938893903907228e-18,-2.7755575615628914e-17,-5.329070518200751e-15
18,0,0,Ba.1932$,-0.9291082762569409,-0.699741039331447,10,3,-0.9259838562006036,-0.9259853167325406,-0.6692183283796893,-0.8694660489488882,-0.14630885380061207,-0.6691242408362094,0.16219813090317245,1.3773415298149894,1,-0.9259838562013941,0.000244140625,-0.000732421875,3.3881317890172014e-21,-3.3881317890172014e-21,1.3642420526593924e-12,0.0,0.0,6.821210263296962e-13,6.938893903907228e-18,-2.7755575615628914e-17,-5.329070518200751e-15
18,0,0,Ba.1932$,-0.9290966739168364,-0.7660861030697879,3,2,-0.9259838562006036,-0.9259736027984359,-0.3212247976222508,-1.0339483237425997,-0.07661981266947773,-0.32110352392880387,0.16221042636311858,2.334765694444638,0,-0.9259838562013941,0.000244140625,-0.000732421875,3.3881317890172014e-21,-3.3881317890172014e-21,1.3642420526593924e-12,0.0,0.0,6.821210263296962e-13,6.938893903907228e-18,-2.7755575615628914e-17,-5.329070518200751e-15
18,0,0,Ba.1932$,-0.9290690924610074,-0.16006850593748118,2,3,-0.9259579976009393,-0.9259467357398602,-2.1307911575609313,-0.6506209884182723,0.41628496783094104,-2.1308112628022218,0.16214649167594491,0.5948014139887776,0,-0.9259579976017297,0.000244140625,-0.000732421875,3.3881317890172014e-21,-3.3881317890172014e-21,1.3642420526593924e-12,0.0,0.0,6.821210263296962e-13,6.938893903907228e-18,-2.7755575615628914e-17,-5.329070518200751e-15
18,0,0,Ba.1932$,-0.9290389211971195,-0.03430995228420838,12,0,-0.9259062804016106,-0.9259160157537314,-0.530020916076714,-0.1543863288711432,0.0642101246163562,-0.529915962976975,0.16220304946593894,-0.3280973029868886,0,-0.925906280402401,0.000244140625,-0.000732421875,3.3881317890172014e-21,-3.3881317890172014e-21,1.3642420526593924e-12,0.0,0.0,6.821210263296962e-13,6.938893903907228e-18,-2.7755575615628914e-17,-5.329070518200751e-15
18,0,0,Ba.1932$,-0.862378194087955,-0.0937234421991404,11,2,-0.9258804218019462,-0.925886485262015,0.3747622638926263,-0.09166003763625329,-0.07153832008699919,0.3749273672130017,-6.164413998383534,-0.40276296104209064,0,-0.9258804218027367,0.000244140625,-0.000732421875,3.3881317890172014e-21,-3.3881317890172014e-21,1.3642420526593924e-12,0.0,0.0,6.821210263296962e-13,6.938893903907228e-18,-2.7755575615628914e-17,-5.329070518200751e-15
18,0,0,Ba.1932$,-0.9289831367315274,-0.20957974753325787,3,2,-0.9258545632022819,-0.9258604715363874,-0.9476131529856402,-0.20526432065055392,-0.11291618825861019,-0.9475408317810063,0.16218829472460958,-0.2627547079439493,0,-0.9258545632030722,0.000244140625,-0.000732421875,3.3881317890172014e-21,-3.3881317890172014e-21,1.3642420526593924e-12,0.0,0.0,6.821210263296962e-13,6.938893903907228e-18,-2.7755575615628914e-17,-5.329070518200751e-15
18,0,0,Ba.1932$,-0.9289708869394081,-0.7363793581123218,9,1,-0.9258545632022819,-0.925848240430799,-0.9476131529856402,-0.6715297521632356,-0.41417610564840956,-0.9475408333565875,0.16218829472460958,0.6543563258022447,0,-0.9258545632030722,0.000244140625,-0.000732421875,3.3881317890172014e-21,-3.3881317890172014e-21,1.3642420526593924e-12,0.0,0.0,6.821210263296962e-13,6.938893903907228e-18,-2.7755575615628914e-17,-5.329070518200751e-15
18,0,0,Ba.1932$,-0.9289531467542036,-0.5274419185781443,1,3,-0.9258287046026175,-0.9258304238731874,-0.6692183283796893,-0.895253524234343,0.12518803560609873,-0.6691242617507135,0.16219813090317245,1.4996593541113086,0,-0.9258287046034079,0.000244140625,-0.000732421875,3.3881317890172014e-21,-3.3881317890172014e-21,1.3642420526593924e-12,0.0,0.0,6.821210263296962e-13,6.938893903907228e-18,-2.7755575615628914e-17,-5.329070518200751e-15
18,0,0,Ba.1932$,-0.9289388769117982,-0.6640929453824879,7,2,-0.9258287046026175,-0.9258159430716452,-0.042829973016299976,-0.8408907384974385,-0.12816066600604584,-0.042686972626409074,0.16222026254168145,1.2509694779207468,0,-0.9258287046034079,0.000244140625,-0.000732421875,3.3881317890172014e-21,-3.3881317890172014e-21,1.3642420526593924e-12,0.0,0.0,6.821210263296962e-13,6.938893903907228e-18,-2.7755575615628914e-17,-5.329070518200751e-15
18,0,0,Ba.1932$,-0.9289096379788114,-0.09966479119063361,9,1,-0.9257769874032888,-0.9257870073271349,-0.7388170345311771,-0.5342288702379766,0.38579601233606975,-0.7387284110210366,0.1621956716217892,0.30427712646215704,0,-0.9257769874040792,0.000244140625,-0.000732421875,3.3881317890172014e-21,-3.3881317890172014e-21,1.3642420526593924e-12,0.0,0.0,6.821210263296962e-13,6.938893903907228e-18,-2.7755575615628914e-17,-5.329070518200751e-15
